Date,Sales_USD_cumsum,Number_of_Sales_cumsum,Active_Market_Wallets_cumsum,Primary_Sales_cumsum,Secondary_Sales_cumsum,AverageUSD_cum,Sales_USD,Number_of_Sales,Active_Market_Wallets,Primary_Sales
22-06-2017,0,0,0,0,,,,,,
23-06-2017,1020.3,19,8,0,19,53.7,1020.3,19,8,0
24-06-2017,2261.14,40,21,0,21,56.53,1240.84,21,13,0
25-06-2017,2778.69,53,28,0,13,52.43,517.55,13,7,0
26-06-2017,3203.32,67,34,0,14,47.81,424.63,14,6,0
27-06-2017,5296.23,100,44,0,33,52.96,2092.91,33,10,0
28-06-2017,6543.49,115,46,0,15,56.9,1247.26,15,2,0
29-06-2017,8729.21,153,49,0,38,57.05,2185.72,38,3,0
30-06-2017,10437.36,174,53,0,21,59.98,1708.15,21,4,0
01-07-2017,13578.16,184,55,0,10,73.79,3140.8,10,2,0
02-07-2017,16502.77,215,57,0,31,76.76,2924.61,31,2,0
03-07-2017,23752.56,266,59,0,51,89.3,7249.79,51,2,0
04-07-2017,37258.49,324,62,0,58,115,13505.93,58,3,0
05-07-2017,39098.78,342,62,0,18,114.32,1840.29,18,0,0
06-07-2017,46120.95,365,64,0,23,126.36,7022.17,23,2,0
07-07-2017,53203.46,402,65,0,37,132.35,7082.51,37,1,0
08-07-2017,56431.34,432,67,0,30,130.63,3227.88,30,2,0
09-07-2017,57400.45,444,70,0,12,129.28,969.11,12,3,0
10-07-2017,62310.5,461,74,0,17,135.16,4910.05,17,4,0
11-07-2017,68019.87,504,76,0,43,134.96,5709.37,43,2,0
12-07-2017,69798.6,521,81,0,17,133.97,1778.73,17,5,0
13-07-2017,75099.57,552,86,0,31,136.05,5300.97,31,5,0
14-07-2017,75547.97,559,87,0,7,135.15,448.4,7,1,0
15-07-2017,76097.66,564,88,0,5,134.92,549.69,5,1,0
16-07-2017,76416.85,567,90,0,3,134.77,319.19,3,2,0
17-07-2017,77869.05,572,91,0,5,136.13,1452.2,5,1,0
18-07-2017,80790.72,602,93,0,30,134.2,2921.67,30,2,0
19-07-2017,84227.47,633,93,0,31,133.06,3436.75,31,0,0
20-07-2017,86580.18,654,93,0,21,132.39,2352.71,21,0,0
21-07-2017,88715.19,675,95,0,21,131.43,2135.01,21,2,0
22-07-2017,89759.95,688,96,0,13,130.47,1044.76,13,1,0
23-07-2017,90181.65,694,97,0,6,129.94,421.7,6,1,0
24-07-2017,91308.47,709,99,0,15,128.78,1126.82,15,2,0
25-07-2017,93077.94,717,101,0,8,129.82,1769.47,8,2,0
26-07-2017,93392.45,722,102,0,5,129.35,314.51,5,1,0
27-07-2017,93504.21,724,103,0,2,129.15,111.76,2,1,0
28-07-2017,93878.21,729,104,0,5,128.78,374,5,1,0
29-07-2017,94885.01,737,105,0,8,128.74,1006.8,8,1,0
30-07-2017,96364,753,105,0,16,127.97,1478.99,16,0,0
31-07-2017,96577.45,755,106,0,2,127.92,213.45,2,1,0
01-08-2017,96686.45,757,106,0,2,127.72,109,2,0,0
02-08-2017,97212.19,758,106,0,1,128.25,525.74,1,0,0
03-08-2017,101812.09,779,109,0,21,130.7,4599.9,21,3,0
04-08-2017,101812.09,779,109,0,0,130.7,0,0,0,0
05-08-2017,103331.02,781,110,0,2,132.31,1518.93,2,1,0
06-08-2017,103331.02,781,110,0,0,132.31,0,0,0,0
07-08-2017,103407.54,782,110,0,1,132.23,76.52,1,0,0
08-08-2017,104405.14,787,112,0,5,132.66,997.6,5,2,0
09-08-2017,104672.5,790,112,0,3,132.5,267.36,3,0,0
10-08-2017,104853.54,792,112,0,2,132.39,181.04,2,0,0
11-08-2017,105512.91,800,114,0,8,131.89,659.37,8,2,0
12-08-2017,106551.43,817,116,0,17,130.42,1038.52,17,2,0
13-08-2017,107356.72,824,117,0,7,130.29,805.29,7,1,0
14-08-2017,107860.59,827,118,0,3,130.42,503.87,3,1,0
15-08-2017,108121.48,831,118,0,4,130.11,260.89,4,0,0
16-08-2017,108331.51,833,118,0,2,130.05,210.03,2,0,0
17-08-2017,108481.79,835,118,0,2,129.92,150.28,2,0,0
18-08-2017,108570.63,836,118,0,1,129.87,88.84,1,0,0
19-08-2017,108689.28,837,119,0,1,129.86,118.65,1,1,0
20-08-2017,108851.62,838,119,0,1,129.89,162.34,1,0,0
21-08-2017,109644.24,846,120,0,8,129.6,792.62,8,1,0
22-08-2017,109731.65,847,120,0,1,129.55,87.41,1,0,0
23-08-2017,109886.87,849,121,0,2,129.43,155.22,2,1,0
24-08-2017,109886.87,849,121,0,0,129.43,0,0,0,0
25-08-2017,110143.51,852,122,0,3,129.28,256.64,3,1,0
26-08-2017,110242.47,853,122,0,1,129.24,98.96,1,0,0
27-08-2017,110242.47,853,122,0,0,129.24,0,0,0,0
28-08-2017,111388.32,862,124,0,9,129.22,1145.85,9,2,0
29-08-2017,111480.02,863,124,0,1,129.18,91.7,1,0,0
30-08-2017,111654.32,865,125,0,2,129.08,174.3,2,1,0
31-08-2017,111757.71,866,125,0,1,129.05,103.39,1,0,0
01-09-2017,112263.82,871,125,0,5,128.89,506.11,5,0,0
02-09-2017,112333.1,874,126,0,3,128.53,69.28,3,1,0
03-09-2017,112333.1,874,126,0,0,128.53,0,0,0,0
04-09-2017,112647.8,877,128,0,3,128.45,314.7,3,2,0
05-09-2017,112647.8,877,128,0,0,128.45,0,0,0,0
06-09-2017,112647.8,877,128,0,0,128.45,0,0,0,0
07-09-2017,112647.8,877,128,0,0,128.45,0,0,0,0
08-09-2017,112723.92,878,129,0,1,128.39,76.12,1,1,0
09-09-2017,112723.92,878,129,0,0,128.39,0,0,0,0
10-09-2017,112925.94,881,129,0,3,128.18,202.02,3,0,0
11-09-2017,113065.28,883,129,0,2,128.05,139.34,2,0,0
12-09-2017,113146.65,885,129,0,2,127.85,81.37,2,0,0
13-09-2017,113146.65,885,129,0,0,127.85,0,0,0,0
14-09-2017,113146.65,885,129,0,0,127.85,0,0,0,0
15-09-2017,113146.65,885,129,0,0,127.85,0,0,0,0
16-09-2017,113217.64,886,129,0,1,127.79,70.99,1,0,0
17-09-2017,113351.36,888,130,0,2,127.65,133.72,2,1,0
18-09-2017,113414.71,889,131,0,1,127.58,63.35,1,1,0
19-09-2017,113793.31,893,132,0,4,127.43,378.6,4,1,0
20-09-2017,114166.06,896,132,0,3,127.42,372.75,3,0,0
21-09-2017,114374.6,900,134,0,4,127.08,208.54,4,2,0
22-09-2017,114445.74,901,134,0,1,127.02,71.14,1,0,0
23-09-2017,114689.31,905,135,0,4,126.73,243.57,4,1,0
24-09-2017,114745.45,906,135,0,1,126.65,56.14,1,0,0
25-09-2017,114745.45,906,135,0,0,126.65,0,0,0,0
26-09-2017,114745.45,906,135,0,0,126.65,0,0,0,0
27-09-2017,115168.46,910,136,0,4,126.56,423.01,4,1,0
28-09-2017,115204.66,911,137,0,1,126.46,36.2,1,1,0
29-09-2017,115519.01,918,137,0,7,125.84,314.35,7,0,0
30-09-2017,115679.53,928,137,0,10,124.65,160.52,10,0,0
01-10-2017,116129.05,929,138,0,1,125,449.52,1,1,0
02-10-2017,116129.05,929,138,0,0,125,0,0,0,0
03-10-2017,116129.05,929,138,0,0,125,0,0,0,0
04-10-2017,116187.65,930,138,0,1,124.93,58.6,1,0,0
05-10-2017,116187.65,930,138,0,0,124.93,0,0,0,0
06-10-2017,116187.65,930,138,0,0,124.93,0,0,0,0
07-10-2017,116187.65,930,138,0,0,124.93,0,0,0,0
08-10-2017,116280.69,931,138,0,1,124.9,93.04,1,0,0
09-10-2017,116307.32,932,138,0,1,124.79,26.63,1,0,0
10-10-2017,116307.32,932,138,0,0,124.79,0,0,0,0
11-10-2017,116374.04,933,138,0,1,124.73,66.72,1,0,0
12-10-2017,116413.3,934,138,0,1,124.64,39.26,1,0,0
13-10-2017,116768.15,938,140,0,4,124.49,354.85,4,2,0
14-10-2017,117023.01,942,140,0,4,124.23,254.86,4,0,0
15-10-2017,117200.76,945,140,0,3,124.02,177.75,3,0,0
16-10-2017,117380.03,947,140,0,2,123.95,179.27,2,0,0
17-10-2017,117380.03,947,140,0,0,123.95,0,0,0,0
18-10-2017,117380.03,947,140,0,0,123.95,0,0,0,0
19-10-2017,117407.79,948,140,0,1,123.85,27.76,1,0,0
20-10-2017,117504.54,949,141,0,1,123.82,96.75,1,1,0
21-10-2017,117582.72,950,141,0,1,123.77,78.18,1,0,0
22-10-2017,117582.72,950,141,0,0,123.77,0,0,0,0
23-10-2017,117582.72,950,141,0,0,123.77,0,0,0,0
24-10-2017,117582.72,950,141,0,0,123.77,0,0,0,0
25-10-2017,117627.5,951,141,0,1,123.69,44.78,1,0,0
26-10-2017,117896.42,958,141,0,7,123.07,268.92,7,0,0
27-10-2017,118075.17,964,141,0,6,122.48,178.75,6,0,0
28-10-2017,118253.05,970,141,0,6,121.91,177.88,6,0,0
29-10-2017,118274.31,971,141,0,1,121.81,21.26,1,0,0
30-10-2017,118491.75,974,142,0,3,121.65,217.44,3,1,0
31-10-2017,118713.34,980,143,0,6,121.14,221.59,6,1,0
01-11-2017,118824.42,984,144,0,4,120.76,111.08,4,1,0
02-11-2017,118936.38,987,146,0,3,120.5,111.96,3,2,0
03-11-2017,118936.38,987,146,0,0,120.5,0,0,0,0
04-11-2017,119023.37,990,147,0,3,120.23,86.99,3,1,0
05-11-2017,119023.37,990,147,0,0,120.23,0,0,0,0
06-11-2017,119023.37,990,147,0,0,120.23,0,0,0,0
07-11-2017,119289.08,991,148,0,1,120.37,265.71,1,1,0
08-11-2017,119289.08,991,148,0,0,120.37,0,0,0,0
09-11-2017,119437.35,993,148,0,2,120.28,148.27,2,0,0
10-11-2017,119437.35,993,148,0,0,120.28,0,0,0,0
11-11-2017,119437.35,993,148,0,0,120.28,0,0,0,0
12-11-2017,119528.46,994,148,0,1,120.25,91.11,1,0,0
13-11-2017,119591.53,996,150,0,2,120.07,63.07,2,2,0
14-11-2017,119659.31,997,150,0,1,120.02,67.78,1,0,0
15-11-2017,119796.37,999,151,0,2,119.92,137.06,2,1,0
16-11-2017,119796.37,999,151,0,0,119.92,0,0,0,0
17-11-2017,119796.37,999,151,0,0,119.92,0,0,0,0
18-11-2017,119796.37,999,151,0,0,119.92,0,0,0,0
19-11-2017,119868.29,1001,153,0,2,119.75,71.92,2,2,0
20-11-2017,119978.03,1004,155,0,3,119.5,109.74,3,2,0
21-11-2017,120359.15,1114,185,105,5,108.04,381.12,110,30,105
22-11-2017,121053.73,1171,190,141,21,103.38,694.58,57,5,36
23-11-2017,124682.12,2287,252,1077,180,54.52,3628.39,1116,62,936
24-11-2017,131611.57,5305,319,3628,467,24.81,6929.45,3018,67,2551
25-11-2017,133837.07,7246,342,5392,177,18.47,2225.5,1941,23,1764
26-11-2017,136682.15,8466,348,6475,137,16.14,2845.08,1220,6,1083
27-11-2017,138303.71,9434,366,7284,159,14.66,1621.56,968,18,809
28-11-2017,143410.29,11162,502,8427,585,12.85,5106.58,1728,136,1143
29-11-2017,173615.62,16740,878,12174,1831,10.37,30205.33,5578,376,3747
30-11-2017,197276.98,24900,1153,18470,1864,7.92,23661.36,8160,275,6296
01-12-2017,234124.33,32787,1550,24206,2151,7.14,36847.35,7887,397,5736
02-12-2017,502403,46552,2365,33276,4695,10.79,268278.67,13765,815,9070
03-12-2017,1599738.38,76317,5049,49822,13219,20.96,1097335.38,29765,2684,16546
04-12-2017,4032236.53,115308,8796,73474,15339,34.97,2432498.15,38991,3747,23652
05-12-2017,6363849.6,156833,13445,98671,16328,40.58,2331613.07,41525,4649,25197
06-12-2017,8266232.12,189193,16914,118599,12432,43.69,1902382.52,32360,3469,19928
07-12-2017,10072689.12,227386,21209,140695,16097,44.3,1806457,38193,4295,22096
08-12-2017,12209686,272593,25680,167745,18157,44.79,2136996.88,45207,4471,27050
09-12-2017,14056240.95,323607,29770,198581,20178,43.44,1846554.95,51014,4090,30836
10-12-2017,15434077.92,375641,33565,230365,20250,41.09,1377836.97,52034,3795,31784
11-12-2017,16572006.76,422708,36744,258439,18993,39.2,1137928.84,47067,3179,28074
12-12-2017,17400529.19,460103,39096,282397,13437,37.82,828522.43,37395,2352,23958
13-12-2017,18034254.58,489799,41406,299635,12458,36.82,633725.39,29696,2310,17238
14-12-2017,18642696.79,520734,43140,319772,10798,35.8,608442.21,30935,1734,20137
15-12-2017,19103173.27,543764,44550,334483,8319,35.13,460476.48,23030,1410,14711
16-12-2017,20154520.15,570959,45971,353264,8414,35.3,1051346.88,27195,1421,18781
17-12-2017,20825134.62,592114,47178,367064,7355,35.17,670614.47,21155,1207,13800
18-12-2017,21337256.73,611175,48429,378869,7256,34.91,512122.11,19061,1251,11805
19-12-2017,21759847.87,625222,49098,388058,4858,34.8,422591.14,14047,669,9189
20-12-2017,22685558.66,646005,50008,398204,10637,35.12,925710.79,20783,910,10146
21-12-2017,23855008.94,661808,50835,408694,5313,36.05,1169450.28,15803,827,10490
22-12-2017,25828464.11,678090,51500,421261,3715,38.09,1973455.17,16282,665,12567
23-12-2017,27973984.11,692687,52328,431856,4002,40.38,2145520,14597,828,10595
24-12-2017,29617165.13,705268,53054,440539,3898,41.99,1643181.02,12581,726,8683
25-12-2017,31448628.59,715090,53466,447188,3173,43.98,1831463.46,9822,412,6649
26-12-2017,32434693.3,723036,53906,452144,2990,44.86,986064.71,7946,440,4956
27-12-2017,33089254.52,732142,54421,457876,3374,45.2,654561.22,9106,515,5732
28-12-2017,33477458.42,742121,54955,464468,3387,45.11,388203.9,9979,534,6592
29-12-2017,33830493.57,750395,55474,469875,2867,45.08,353035.15,8274,519,5407
30-12-2017,33959868.02,757036,55908,473753,2763,44.86,129374.45,6641,434,3878
31-12-2017,34147673.8,763957,56279,478023,2651,44.7,187805.78,6921,371,4270
01-01-2018,34291082.89,771543,56607,482719,2890,44.44,143409.09,7586,328,4696
02-01-2018,34498430.87,778027,56996,486706,2497,44.34,207347.98,6484,389,3987
03-01-2018,34632482.19,781635,57300,488865,1449,44.31,134051.32,3608,304,2159
04-01-2018,34691174.96,784203,57506,490447,986,44.24,58692.77,2568,206,1582
05-01-2018,34735324.31,786279,57666,491582,941,44.18,44149.35,2076,160,1135
06-01-2018,34819737.98,789185,57957,493265,1223,44.12,84413.67,2906,291,1683
07-01-2018,34884309.25,792379,58193,495203,1256,44.02,64571.27,3194,236,1938
08-01-2018,34945278.4,794929,58456,496693,1060,43.96,60969.15,2550,263,1490
09-01-2018,35001619.74,796695,58635,497772,687,43.93,56341.34,1766,179,1079
10-01-2018,35054177.81,798021,58742,498604,494,43.93,52558.07,1326,107,832
11-01-2018,35108922.94,800180,58897,499900,863,43.88,54745.13,2159,155,1296
12-01-2018,35172985.72,802662,59125,501401,981,43.82,64062.78,2482,228,1501
13-01-2018,35235666.85,805161,59329,503017,883,43.76,62681.13,2499,204,1616
14-01-2018,35319071.12,807978,59559,504851,983,43.71,83404.27,2817,230,1834
15-01-2018,35369172.82,809796,59682,505980,689,43.68,50101.7,1818,123,1129
16-01-2018,35425802.95,811814,59815,507248,750,43.64,56630.13,2018,133,1268
17-01-2018,35471906.69,814140,59955,508736,838,43.57,46103.74,2326,140,1488
18-01-2018,35525826.1,816958,60184,510536,1018,43.49,53919.41,2818,229,1800
19-01-2018,35609037.36,820075,60374,512584,1069,43.42,83211.26,3117,190,2048
20-01-2018,35761029.42,823293,60564,514643,1159,43.44,151992.06,3218,190,2059
21-01-2018,35825606.01,826380,60754,516548,1182,43.35,64576.59,3087,190,1905
22-01-2018,35873852.44,829405,60884,518432,1141,43.25,48246.43,3025,130,1884
23-01-2018,35918966.8,832292,61045,520171,1148,43.16,45114.36,2887,161,1739
24-01-2018,35966866.9,834966,61230,521859,986,43.08,47900.1,2674,185,1688
25-01-2018,36005075.65,837218,61322,523247,864,43.01,38208.75,2252,92,1388
26-01-2018,36054980.78,840037,61428,525084,982,42.92,49905.13,2819,106,1837
27-01-2018,36108948.46,843177,61674,527110,1114,42.82,53967.68,3140,246,2026
28-01-2018,36178999.59,845838,61770,528738,1033,42.77,70051.13,2661,96,1628
29-01-2018,36224013.71,848312,61902,530220,992,42.7,45014.12,2474,132,1482
30-01-2018,36280232.14,851300,62021,532199,1009,42.62,56218.43,2988,119,1979
31-01-2018,36377394.93,854158,62143,534119,938,42.59,97162.79,2858,122,1920
01-02-2018,36411290.84,856234,62205,535528,667,42.52,33895.91,2076,62,1409
02-02-2018,36454311.58,858730,62277,537143,881,42.45,43020.74,2496,72,1615
03-02-2018,36490463.98,861027,62354,538599,841,42.38,36152.4,2297,77,1456
04-02-2018,36522165.46,863077,62460,539918,731,42.32,31701.48,2050,106,1319
05-02-2018,36552761.96,865462,62549,541282,1021,42.23,30596.5,2385,89,1364
06-02-2018,36588330.74,868797,62683,543485,1132,42.11,35568.78,3335,134,2203
07-02-2018,36626897.15,871696,62817,545328,1056,42.02,38566.41,2899,134,1843
08-02-2018,36661012.1,874456,63002,547021,1067,41.92,34114.95,2760,185,1693
09-02-2018,36711769.75,877287,63134,548700,1152,41.85,50757.65,2831,132,1679
10-02-2018,36778217.36,879405,63218,549939,879,41.82,66447.61,2118,84,1239
11-02-2018,36843863.43,882831,63315,551970,1395,41.73,65646.07,3426,97,2031
12-02-2018,36902875.03,886072,63461,553988,1223,41.65,59011.6,3241,146,2018
13-02-2018,36997175.64,889794,63586,556184,1526,41.58,94300.61,3722,125,2196
14-02-2018,37421930.61,895443,63757,558987,2846,41.79,424754.97,5649,171,2803
15-02-2018,38150353.8,901843,63928,562525,2862,42.3,728423.19,6400,171,3538
16-02-2018,38312014.95,907316,64113,566251,1747,42.23,161661.15,5473,185,3726
17-02-2018,38474454.33,911557,64220,568978,1514,42.21,162439.38,4241,107,2727
18-02-2018,38646955.74,915987,64321,571537,1871,42.19,172501.41,4430,101,2559
19-02-2018,38865079.53,921004,64479,574681,1873,42.2,218123.79,5017,158,3144
20-02-2018,39108216.34,925553,64585,577841,1389,42.25,243136.81,4549,106,3160
21-02-2018,39197679.55,929585,64718,580658,1215,42.17,89463.21,4032,133,2817
22-02-2018,39280069.24,933459,64827,583379,1153,42.08,82389.69,3874,109,2721
23-02-2018,39403752.6,937866,64946,586368,1418,42.01,123683.36,4407,119,2989
24-02-2018,39568601.89,946458,65092,592784,2176,41.81,164849.29,8592,146,6416
25-02-2018,39692536.14,955593,65188,600219,1700,41.54,123934.25,9135,96,7435
26-02-2018,39827268.39,962305,65255,605336,1595,41.39,134732.25,6712,67,5117
27-02-2018,39994479.43,970876,65440,611514,2393,41.19,167211.04,8571,185,6178
28-02-2018,40121637.55,978594,65503,617639,1593,41,127158.12,7718,63,6125
01-03-2018,40215192.78,984556,65618,622159,1442,40.85,93555.23,5962,115,4520
02-03-2018,40294542.82,988912,65698,625310,1205,40.75,79350.04,4356,80,3151
03-03-2018,40379612.46,993402,65742,628562,1238,40.65,85069.64,4490,44,3252
04-03-2018,40599523.45,998568,66006,632443,1285,40.66,219910.99,5166,264,3881
05-03-2018,40731039.49,1002938,66164,635853,960,40.61,131516.04,4370,158,3410
06-03-2018,40849981.42,1006715,66317,638341,1289,40.58,118941.93,3777,153,2488
07-03-2018,41019899.53,1011809,66433,641599,1836,40.54,169918.11,5094,116,3258
08-03-2018,41119082.27,1018390,66582,646514,1666,40.38,99182.74,6581,149,4915
09-03-2018,41210586.06,1024503,66782,651301,1326,40.22,91503.79,6113,200,4787
10-03-2018,41306949.95,1033580,66893,659318,1060,39.96,96363.89,9077,111,8017
11-03-2018,41370259.02,1037647,66979,662339,1046,39.87,63309.07,4067,86,3021
12-03-2018,41439542,1042481,67081,665420,1753,39.75,69282.98,4834,102,3081
13-03-2018,41503386.54,1046239,67196,668235,943,39.67,63844.54,3758,115,2815
14-03-2018,41560554.66,1050690,67332,671418,1268,39.56,57168.12,4451,136,3183
15-03-2018,41601361.16,1054626,67433,674319,1035,39.45,40806.5,3936,101,2901
16-03-2018,41649611.3,1057755,67542,676508,940,39.38,48250.14,3129,109,2189
17-03-2018,41701763.76,1061521,67658,679330,944,39.28,52152.46,3766,116,2822
18-03-2018,41741568.12,1064345,67720,681401,753,39.22,39804.36,2824,62,2071
19-03-2018,41793974.97,1067472,67857,683677,851,39.15,52406.85,3127,137,2276
20-03-2018,42009633.39,1070533,68064,685598,1140,39.24,215658.42,3061,207,1921
21-03-2018,42269558.93,1073914,68361,687567,1412,39.36,259925.54,3381,297,1969
22-03-2018,42409590.89,1077316,68573,689643,1326,39.37,140031.96,3402,212,2076
23-03-2018,42702689.86,1080472,68709,691449,1350,39.52,293098.97,3156,136,1806
24-03-2018,42820751.86,1083648,68877,693405,1220,39.52,118062,3176,168,1956
25-03-2018,42935226.48,1089977,69017,698618,1116,39.39,114474.62,6329,140,5213
26-03-2018,43031961.23,1093026,69196,700640,1027,39.37,96734.75,3049,179,2022
27-03-2018,43137118.17,1096480,69372,702778,1316,39.34,105156.94,3454,176,2138
28-03-2018,43327436.07,1100151,69524,705479,970,39.38,190317.9,3671,152,2701
29-03-2018,43416823.88,1104001,69657,708492,837,39.33,89387.81,3850,133,3013
30-03-2018,43630963.94,1109769,69807,713192,1068,39.32,214140.06,5768,150,4700
31-03-2018,43710064.22,1112940,69924,715349,1014,39.27,79100.28,3171,117,2157
01-04-2018,43784507.92,1115852,70008,717286,975,39.24,74443.7,2912,84,1937
02-04-2018,43845744.66,1119060,70107,719279,1215,39.18,61236.74,3208,99,1993
03-04-2018,43923138.07,1122305,70250,721445,1079,39.14,77393.41,3245,143,2166
04-04-2018,43973402.55,1125300,70353,723407,1033,39.08,50264.48,2995,103,1962
05-04-2018,44036729.88,1128056,70496,725139,1024,39.04,63327.33,2756,143,1732
06-04-2018,44104985.05,1131869,70693,727616,1336,38.97,68255.17,3813,197,2477
07-04-2018,44147403.63,1134610,70790,729302,1055,38.91,42418.58,2741,97,1686
08-04-2018,44218654.3,1142096,70985,735514,1274,38.72,71250.67,7486,195,6212
09-04-2018,44267240.43,1147373,71153,739695,1096,38.58,48586.13,5277,168,4181
10-04-2018,44320422.61,1150652,71277,741969,1005,38.52,53182.18,3279,124,2274
11-04-2018,44391213.38,1154122,71457,744179,1260,38.46,70790.77,3470,180,2210
12-04-2018,44435434.63,1157065,71547,745968,1154,38.4,44221.25,2943,90,1789
13-04-2018,44528128.45,1163248,71730,750545,1606,38.28,92693.82,6183,183,4577
14-04-2018,44613960.82,1168134,71898,754238,1193,38.19,85832.37,4886,168,3693
15-04-2018,44705746.9,1172095,72042,757029,1170,38.14,91786.08,3961,144,2791
16-04-2018,44767326.72,1175886,72144,759677,1143,38.07,61579.82,3791,102,2648
17-04-2018,44852377.02,1180991,72175,763686,1096,37.98,85050.3,5105,31,4009
18-04-2018,44919957.69,1185145,72261,766948,892,37.9,67580.67,4154,86,3262
19-04-2018,44980260.73,1189017,72374,769937,883,37.83,60303.04,3872,113,2989
20-04-2018,45030215,1193090,72527,773145,865,37.74,49954.27,4073,153,3208
21-04-2018,45076686.68,1195662,72626,774867,850,37.7,46471.68,2572,99,1722
22-04-2018,45127388.67,1197478,72733,775965,718,37.69,50701.99,1816,107,1098
23-04-2018,45284203.84,1199342,72996,777152,677,37.76,156815.17,1864,263,1187
24-04-2018,45366901.14,1201563,73142,778545,828,37.76,82697.3,2221,146,1393
25-04-2018,45461079.62,1203848,73177,779880,950,37.76,94178.48,2285,35,1335
26-04-2018,45522223.05,1205642,73227,781019,655,37.76,61143.43,1794,50,1139
27-04-2018,45582274.69,1209030,73337,783345,1062,37.7,60051.64,3388,110,2326
28-04-2018,45642988.81,1214305,73440,787838,782,37.59,60714.12,5275,103,4493
29-04-2018,45744299.16,1224238,73519,797068,703,37.37,101310.35,9933,79,9230
30-04-2018,45852368.29,1227589,73663,799680,739,37.35,108069.13,3351,144,2612
01-05-2018,45921458.54,1229837,73873,801228,700,37.34,69090.25,2248,210,1548
02-05-2018,46016773.52,1231944,74013,802725,610,37.35,95314.98,2107,140,1497
03-05-2018,46084882.52,1233669,74080,803899,551,37.36,68109,1725,67,1174
04-05-2018,46170004.28,1236525,74187,806086,669,37.34,85121.76,2856,107,2187
05-05-2018,46258624.51,1240042,74346,808998,605,37.3,88620.23,3517,159,2912
06-05-2018,46320289.61,1242872,74524,811155,673,37.27,61665.1,2830,178,2157
07-05-2018,46378740.89,1245606,74606,813196,693,37.23,58451.28,2734,82,2041
08-05-2018,46459499.87,1249330,74693,816029,891,37.19,80758.98,3724,87,2833
09-05-2018,46515780.58,1251718,74775,817846,571,37.16,56280.71,2388,82,1817
10-05-2018,46570198.77,1253808,74830,819343,593,37.14,54418.19,2090,55,1497
11-05-2018,46642455.81,1256315,74891,821111,739,37.13,72257.04,2507,61,1768
12-05-2018,46680996.57,1258589,74966,822749,636,37.09,38540.76,2274,75,1638
13-05-2018,46725171.05,1260390,75038,823983,567,37.07,44174.48,1801,72,1234
14-05-2018,46753907.24,1261799,75098,824945,447,37.05,28736.19,1409,60,962
15-05-2018,46780441.99,1263444,75170,826054,536,37.03,26534.75,1645,72,1109
16-05-2018,46824397.88,1265898,75237,827787,721,36.99,43955.89,2454,67,1733
17-05-2018,46876826.81,1269781,75328,831115,555,36.92,52428.93,3883,91,3328
18-05-2018,46929001.41,1273158,75388,833958,534,36.86,52174.6,3377,60,2843
19-05-2018,46974154.18,1276807,75467,837018,589,36.79,45152.77,3649,79,3060
20-05-2018,47027705.79,1279470,75529,839072,609,36.76,53551.61,2663,62,2054
21-05-2018,47057511.92,1281296,75613,840344,554,36.73,29806.13,1826,84,1272
22-05-2018,47088046.03,1283145,75726,841761,432,36.7,30534.11,1849,113,1417
23-05-2018,47116546.16,1284856,75760,843102,370,36.67,28500.13,1711,34,1341
24-05-2018,47152782.85,1287892,76022,845287,851,36.61,36236.69,3036,262,2185
25-05-2018,47199567.71,1290192,76264,846536,1051,36.58,46784.86,2300,242,1249
26-05-2018,47242535.11,1292883,76442,848493,734,36.54,42967.4,2691,178,1957
27-05-2018,47278796.96,1295694,76599,850603,701,36.49,36261.85,2811,157,2110
28-05-2018,47323948.27,1297787,76666,852066,630,36.47,45151.31,2093,67,1463
29-05-2018,47372879,1301898,76806,855568,609,36.39,48930.73,4111,140,3502
30-05-2018,47432869.29,1306433,76949,859380,723,36.31,59990.29,4535,143,3812
31-05-2018,47476731.74,1309783,77190,862059,671,36.25,43862.45,3350,241,2679
01-06-2018,47511109.22,1312662,77244,864169,769,36.19,34377.48,2879,54,2110
02-06-2018,47559068.32,1315575,77360,866528,554,36.15,47959.1,2913,116,2359
03-06-2018,47617830.54,1317903,77469,868358,498,36.13,58762.22,2328,109,1830
04-06-2018,47665750.99,1320094,77577,870077,472,36.11,47920.45,2191,108,1719
05-06-2018,47721718.52,1322608,77635,872040,551,36.08,55967.53,2514,58,1963
06-06-2018,47775640.17,1324619,77746,873420,631,36.07,53921.65,2011,111,1380
07-06-2018,47838583.53,1326792,77808,874972,621,36.06,62943.36,2173,62,1552
08-06-2018,47906333.22,1328856,77918,876441,595,36.05,67749.69,2064,110,1469
09-06-2018,47942002.89,1331637,77987,878649,573,36,35669.67,2781,69,2208
10-06-2018,47982697.03,1333702,78023,880257,457,35.98,40694.14,2065,36,1608
11-06-2018,48025298.22,1337083,78192,883121,517,35.92,42601.19,3381,169,2864
12-06-2018,48062279.6,1339986,78339,885417,607,35.87,36981.38,2903,147,2296
13-06-2018,48113548.52,1342258,78422,887088,601,35.85,51268.92,2272,83,1671
14-06-2018,48159311.81,1344184,78554,888644,370,35.83,45763.29,1926,132,1556
15-06-2018,48209826.3,1349437,78636,893309,588,35.73,50514.49,5253,82,4665
16-06-2018,48238294.02,1351793,78674,895287,378,35.68,28467.72,2356,38,1978
17-06-2018,48294965.27,1354228,78753,897291,431,35.66,56671.25,2435,79,2004
